ID,band,status,word,Pos,COCA-All,COCA-Acad,ratio,disp,range
10979,22,x,daring,j,1799,415,0.807759525071046,0.910200293043126,9
10980,22,y,Darwinian,j,622,415,2.33626910868619,0.844439277109862,7
10981,22,r,immanent,j,446,415,3.25820490045473,0.625773109138405,4
10982,22,y,inward,j,939,415,1.54756058104666,0.916151409479561,9
10983,22,r,knowing,j,1108,415,1.31151569097727,0.780129244255734,6
10984,22,x,advertiser,n,2618,415,0.555064700383045,0.879294913586755,9
10985,22,x,escalation,n,1098,415,1.32346027832679,0.88239941944996,8
10986,22,y,innovator,n,963,415,1.50899209304549,0.907701755573921,9
10987,22,x,lapse,n,1550,415,0.937522184259878,0.930637747215822,9
10988,22,x,laugh,n,8965,415,0.16209251373149,0.925102340283494,9
10989,22,r,self-government,n,636,415,2.28484180126228,0.817830862133827,4
10990,22,r,sunscreen,n,1778,415,0.817299991902593,0.723053625711163,4
10991,22,x,sway,n,1212,415,1.1989763907614,0.903883888148998,9
10992,22,y,infrequently,r,784,415,1.85351962449338,0.927008063938992,9
10993,22,x,remake,v,1419,415,1.02407285807104,0.917992298901672,9
10994,22,x,bankrupt,j,1979,414,0.732520362163638,0.887802698512055,8
10995,22,x,exempt,j,1172,414,1.23690938286846,0.912165857404584,9
10996,22,x,packed,j,2331,414,0.621903816697486,0.699063793882398,8
10997,22,r,speaking,j,1109,414,1.30717565078615,0.852338121350747,8
10998,22,x,apparition,n,1022,414,1.41845185589221,0.803153576417818,4
10999,22,x,cricket,n,2257,414,0.642294105769535,0.759596142770891,6
11000,23,x,depreciation,n,730,414,1.9858325982491,0.802494499225227,5
11001,23,x,diaphragm,n,865,414,1.67590496730849,0.682539143111807,4
11002,23,x,disdain,n,1664,414,0.871188579760722,0.910700299601578,8
11003,23,r,invertebrate,n,548,414,2.64536094292307,0.699156448184104,1
11004,23,r,otherness,n,516,414,2.80941433473225,0.844438342281104,5
11005,23,y,predictability,n,704,414,2.05917300670716,0.870566732310157,9
11006,23,x,tanker,n,1892,414,0.766203909472432,0.843191743900663,8
11007,23,r,convincingly,r,881,414,1.64546855473535,0.90291325604063,8
11008,23,x,open,r,5113,414,0.283523918779941,0.93252824296843,9
11009,23,x,disintegrate,v,1443,414,1.00461385774209,0.90425953850719,7
11010,23,y,altruistic,j,700,413,2.06593743977267,0.819264410821886,8
11011,23,x,illiterate,j,1083,413,1.33532429163515,0.902307626212704,8
11012,23,y,impractical,j,952,413,1.51907164689167,0.902794330198104,9
11013,23,y,inverted,j,900,413,1.6068402309343,0.879435975649885,8
11014,23,x,overnight,j,2919,413,0.495428642631336,0.909555425193794,9
11015,23,r,riparian,j,565,413,2.55956850945287,0.763280951678689,4
11016,23,r,treated,j,671,413,2.15522534700577,0.805152560591155,4
11017,23,x,adultery,n,1364,413,1.06023182393026,0.839671671897601,5
11018,23,x,agitation,n,1004,413,1.44039462932358,0.911879520693718,8
11019,23,r,baroque,n,1227,413,1.17861141633323,0.821240104114774,5
11020,23,r,bulge,n,1227,413,1.17861141633323,0.799869060251704,7
11021,23,r,piping,n,919,413,1.57361937741118,0.733208768983077,2
11022,23,x,protester,n,4390,413,0.329420548483114,0.850899325307375,6
11023,23,r,turnaround,n,2361,413,0.612518512427306,0.846433295368764,7
11024,23,x,oppress,v,989,413,1.46224085727085,0.887262809520609,6
11025,23,x,size,v,1725,413,0.838351424835287,0.838970624662162,8
11026,23,x,ashamed,j,4306,412,0.335033585452833,0.909067984948474,9
11027,23,x,culinary,j,2724,412,0.529608890954442,0.842272663600007,8
11028,23,x,deserving,j,1265,412,1.14043843396039,0.911323470186814,8
11029,23,x,dormant,j,1227,412,1.17575763566414,0.868153570970511,9
11030,23,x,exogenous,j,420,412,3.43489194990452,0.785600437864147,6
11031,23,r,fascist,j,1005,412,1.43547723279592,0.828936934816135,5
11032,23,x,wide-ranging,j,980,412,1.47209654995908,0.926534661899736,9
11033,23,x,forty-five,m,1834,412,0.786616477077371,0.907508987335783,8
11034,23,r,exponent,n,544,412,2.65193863779393,0.652465214620318,7
11035,23,x,goodwill,n,1981,412,0.728245643089298,0.889284894406622,8
11036,23,x,irregularity,n,1050,412,1.37395677996181,0.894227762791005,8
11037,23,r,neon,n,2397,412,0.601858414251105,0.73721087488919,8
11038,23,y,parenthesis,n,708,412,2.03764776689251,0.875091371689797,7
11039,23,r,peach,n,4662,412,0.309449725216624,0.846644096477604,9
11040,23,r,self-evaluation,n,457,412,3.15679347693632,0.844287359718155,5
11041,23,y,strengthening,n,684,412,2.10914417976593,0.909857594162513,9
11042,23,r,Croatian,j,1455,411,0.989108611738095,0.728115469261517,5
11043,23,r,iconic,j,1442,411,0.998025679666386,0.8550826406449,8
11044,23,x,sleek,j,3173,411,0.453562253412836,0.864386756360452,8
11045,23,r,trinitarian,j,414,411,3.47621504849983,0.65363470383507,1
11046,23,y,unambiguous,j,656,411,2.19383083853495,0.917168469542071,8
11047,23,x,victorious,j,1242,411,1.15873834949994,0.888141765053694,6
11048,23,r,dopamine,n,634,411,2.26995746069232,0.769724476619419,6
11049,23,r,romanticism,n,699,411,2.05887414889689,0.828311213770845,6
11050,23,y,intuitively,r,742,411,1.93955933972901,0.918553222284938,9
11051,23,x,slap,v,7533,411,0.191046466225797,0.936005267987417,9
11052,23,r,Mexican-American,j,698,410,2.05680722234664,0.676633486916187,6
11053,23,y,reasoned,j,701,410,2.04800490898425,0.892914872342762,7
11054,23,x,slender,j,3435,410,0.417948017815999,0.895013981023039,8
11055,23,x,biographer,n,1464,410,0.980636230326474,0.879637645567547,7
11056,23,r,constructivism,n,465,410,3.08742245418916,0.748075756647546,5
11057,23,x,cradle,n,2067,410,0.694558026704382,0.882572246112577,9
11058,23,r,doorway,n,8425,410,0.170403731892933,0.897155924838158,8
11059,23,x,heap,n,3001,410,0.478391016727077,0.89856947641906,8
11060,23,r,hop,n,2268,410,0.633003280951481,0.795759778682233,9
11061,23,r,lubricant,n,726,410,1.97748132396413,0.698925895767064,5
11062,23,r,noble,n,2270,410,0.632445568809673,0.888909380253057,6
11063,23,x,rebirth,n,1227,410,1.17005007432596,0.895877025808967,7
11064,23,r,orally,r,612,410,2.34583568823196,0.897448807968183,7
11065,23,x,cap,v,2477,410,0.579592830519967,0.902008349875233,8
11066,23,r,Baltic,j,1410,409,1.01570911511843,0.822457685998752,6
11067,23,x,inescapable,j,983,409,1.45691744894912,0.914392468092927,9
11068,23,x,twenty-three,m,1642,409,0.872198448426911,0.929323072796797,8
11069,23,x,alert,n,1699,409,0.842936934854024,0.855369058178591,9
11070,23,x,connectedness,n,552,409,2.59447437013947,0.816045612526479,6
11071,23,r,exploit,n,1224,409,1.17005706888643,0.894467618516748,7
11072,23,r,homophobia,n,793,409,1.80598972549431,0.755567259955618,5
11073,23,x,hypocrisy,n,1825,409,0.784739645105199,0.895042004239068,6
11074,23,x,importer,n,958,409,1.4949372153622,0.828132407022234,6
11075,23,r,ligament,n,1250,409,1.14571988185359,0.701998627701194,5
11076,23,r,pronoun,n,703,409,2.03719751396442,0.777732643499658,7
11077,23,x,quarrel,n,1286,409,1.11364685250155,0.899454433867819,6
11078,23,r,salinity,n,552,409,2.59447437013947,0.692592334681697,1
11079,23,r,single,n,4328,409,0.330903385470653,0.852718343289646,9
11080,23,r,washing,n,1952,409,0.733683325982063,0.868688659119047,9
11081,23,x,hi,u,20641,409,0.06938374363243,0.877698700617818,9
11082,23,x,choke,v,5100,409,0.280813696532743,0.925980822023032,8
11083,23,r,curl,v,5481,409,0.261293532624884,0.855871494383318,8
11084,23,x,hinge,v,1026,409,1.39585755586451,0.924926621389648,9
11085,23,r,vomit,v,2031,409,0.705145175931555,0.78520147638652,7
11086,23,x,covered,j,1835,408,0.778554911954233,0.862983321327516,9
11087,23,r,life-threatening,j,1392,408,1.02632777545691,0.86933774270615,7
11088,23,x,caller,n,12622,408,0.113187154447474,0.873495216661138,9
11089,23,x,maze,n,2857,408,0.500051894797346,0.8755924625847,9
11090,23,x,motel,n,4896,408,0.291799073414219,0.774557703105574,9
11091,23,x,roster,n,3739,408,0.382093678372831,0.90565641492046,9
11092,23,x,timetable,n,1998,408,0.715039170888897,0.901955276647325,9
11093,23,r,violin,n,3207,408,0.445478098982232,0.84083229869072,8
11094,23,r,weaponry,n,1155,408,1.23692490340781,0.872157717642889,6
11095,23,y,purify,v,903,408,1.58211324854487,0.894724789107875,9
11096,23,x,smuggle,v,2025,408,0.705505315277045,0.874507695476514,7
11097,23,x,blatant,j,1347,407,1.0580153485932,0.899440817038558,8
11098,23,x,clear-cut,j,1086,407,1.31228975557555,0.923667462936626,9
11099,23,r,Scandinavian,j,878,407,1.62317388901486,0.842248608774594,9
11100,23,r,seated,j,1241,407,1.14838571680503,0.860135026169065,7
11101,23,y,self-evident,j,716,407,1.99042831641766,0.908333016820041,7
11102,23,x,vacant,j,3194,407,0.4461949513322,0.924148830445073,9
11103,23,y,aggressor,n,939,407,1.51772808791805,0.846167093120923,7
11104,23,x,heartland,n,1472,407,0.968170295214026,0.901278838036278,8
11105,23,r,nonathlete,n,457,407,3.11848287648807,0.694408590890165,3
11106,23,r,pistol,n,5654,407,0.252059899992049,0.846228864892833,7
11107,23,r,spectroscopy,n,448,407,3.18113096998894,0.698288770098647,3
11108,23,r,subsample,n,422,407,3.37712482122049,0.80551877685459,5
11109,23,r,visitation,n,1483,407,0.960988991608258,0.823474863675941,8
11110,23,x,downstream,r,1561,407,0.912970323225526,0.846246481422462,7
11111,23,x,despise,v,1903,407,0.748894731768285,0.900785369652242,8
11112,23,r,thin,v,2677,407,0.532367080521123,0.874928023523285,9
11113,23,r,Filipino,j,1002,406,1.41880747073261,0.702360088883362,5
11114,23,x,segregated,j,1184,406,1.20071375479229,0.875749619775241,7
11115,23,x,stereotyped,j,592,406,2.40142750958459,0.768968048699742,6
11116,23,r,unmanned,j,924,406,1.5385769325477,0.736608045098927,3
11117,23,r,analyzer,n,557,406,2.55232510893012,0.70317960845889,4
11118,23,x,refinery,n,1913,406,0.743149548182998,0.811360551775837,5
11119,23,x,structuring,n,954,406,1.49019401014054,0.882134876698744,7
11120,23,x,peacefully,r,1878,406,0.756999513138485,0.891625615763547,8
11121,23,x,dine,v,2800,406,0.507730387740741,0.909654641856584,8
11122,23,x,glance,v,17626,406,0.0806561378460272,0.89768202171626,9
11123,23,r,floating-point,j,407,405,3.48438205600271,0.613465502361025,1
11124,23,r,intelligible,j,566,405,2.5055538812599,0.859531112149563,8
11125,23,x,journalistic,j,1574,405,0.900980620580117,0.883102534272273,7
11126,23,r,Lithuanian,j,1203,405,1.17883914945395,0.437233645826162,3
11127,23,x,poignant,j,1667,405,0.850715954884886,0.911427251048734,8
11128,23,x,ruthless,j,1745,405,0.812689682975991,0.895996509644759,8
11129,23,y,vested,j,902,405,1.57222117161098,0.878753309931144,9
11130,23,x,floodplain,n,558,405,2.54147580070449,0.744115658977863,4
11131,23,r,radicalism,n,644,405,2.20208617514457,0.820701125221553,6
11132,23,r,saliva,n,1275,405,1.11226940924949,0.741264425221988,6
11133,23,r,tubing,n,1157,405,1.22570743024469,0.767786011252491,3
11134,23,x,wrath,n,1607,405,0.882478840568205,0.894876258326268,7
11135,23,x,emphatically,r,1359,405,1.04351986518992,0.916959640168451,8
11136,23,r,eject,v,1338,405,1.059897979666,0.772642223815598,6
11137,23,x,hurry,v,9408,405,0.150738041750968,0.9180808485868,9
11138,23,r,waive,v,1514,405,0.936686589691615,0.73109897091338,8
11139,23,r,bipartisan,j,3711,404,0.381202346513644,0.859536089408463,8
11140,23,r,extraterrestrial,j,697,404,2.02961536285816,0.747376466581823,4
11141,23,r,homophobic,j,669,404,2.11456189523488,0.478742984406575,5
11142,23,r,kinetic,j,739,404,1.91426509866324,0.816032896925571,8
11143,23,x,outrageous,j,3835,404,0.368876638308249,0.923584227862418,9
11144,23,r,pelvic,j,787,404,1.79751195414502,0.676333848074339,4
11145,23,x,probing,j,1114,404,1.26987603941843,0.898937997715397,8
11146,23,x,trusted,j,1501,404,0.942466294411815,0.920485006730706,9
11147,23,r,insecticide,n,789,404,1.79295552333604,0.759696610332458,3
11148,23,r,raise,n,2071,404,0.683071901454435,0.900544721824575,9
11149,23,x,subtlety,n,1301,404,1.0873496601938,0.912970328037143,8
11150,23,y,traditionalist,n,872,404,1.62229576595428,0.85731029459313,8
11151,23,x,wrong,n,1493,404,0.947516348233178,0.881597502134195,8
11152,23,x,repel,v,1280,404,1.10518899055635,0.885217297651582,8
11153,23,r,grounded,j,579,403,2.4372026235426,0.727539178752597,6
11154,23,x,honorary,j,1509,403,0.935149316786722,0.890478167361191,8
11155,23,r,larval,j,492,403,2.86817138014464,0.565916490565767,2
11156,23,r,barracks,n,1986,403,0.710543967286588,0.849529234492778,6
11157,23,x,outflow,n,610,403,2.31334478529699,0.832305014734368,6
11158,23,r,photosynthesis,n,570,403,2.47568477023011,0.679110088155607,1
11159,23,x,reassurance,n,1413,403,0.998683877587519,0.917600383586554,9
11160,23,y,rigidity,n,766,403,1.84221973763859,0.918895150846546,8
11161,23,r,subtype,n,456,403,3.09460596278764,0.764403617734923,6
11162,23,x,tattoo,n,4093,403,0.344769195951909,0.793126452272004,9
11163,23,x,inward,r,1297,403,1.08800333001632,0.893944097070606,8
11164,23,x,subside,v,1995,403,0.707338505780032,0.916923087582397,9
11165,23,r,appellate,j,1218,402,1.15569682278341,0.779493251093055,4
11166,23,r,holding,j,1445,402,0.974144449930929,0.860489042328194,9
11167,23,x,unpaid,j,1567,402,0.898301678462152,0.886728801713222,8
11168,23,r,aerosol,n,740,402,1.90221450020296,0.767395635280402,4
11169,23,r,amplification,n,551,402,2.55469823983701,0.827726300866242,8
11170,23,r,anguish,n,2127,402,0.661795359732108,0.873769730008718,7
11171,23,x,boulder,n,7652,402,0.183956969439387,0.872952456565152,6
11172,23,r,cocoa,n,2112,402,0.666495610866569,0.821350289466815,8
11173,23,r,connectivity,n,600,402,2.34606455025032,0.800657115103282,9
11174,23,r,endpoint,n,464,402,3.03370415980645,0.794619879560622,8
11175,23,r,hardwood,n,1950,402,0.721866015461637,0.777206507644562,6
11176,23,r,kick,n,5659,402,0.248743369879872,0.887505384926752,9
11177,23,x,mama,n,11169,402,0.12603086490735,0.75838288004644,9
11178,23,x,manhood,n,1175,402,1.19799040863846,0.842775314523885,6
11179,23,r,packing,n,1536,402,0.916431464941532,0.750070406714379,7
11180,23,r,queue,n,805,402,1.74861954055925,0.61901270532451,7
11181,23,x,raft,n,2770,402,0.508172826769023,0.833835732932827,8
11182,23,r,retina,n,904,402,1.5571224891042,0.807265018085282,7
11183,23,r,rust,n,1561,402,0.901754471588849,0.718891656143318,8
11184,23,r,sanctity,n,869,402,1.61983743400482,0.862067832699822,6
11185,23,r,sheikh,n,1079,402,1.30457713637645,0.75305280930949,4
11186,23,r,slowdown,n,1532,402,0.918824236390465,0.877135941165035,7
11187,23,x,flock,v,1976,402,0.71236777841609,0.926030058917557,9
11188,23,x,spiral,v,1648,402,0.854149714896962,0.874615286863868,9
11189,23,r,arterial,j,617,401,2.27574901340231,0.710095238862048,2
11190,23,x,disturbed,j,1255,401,1.11883437551332,0.873109475769374,8
11191,23,r,express,j,1141,401,1.2306197557136,0.813475616903408,8
11192,23,r,parasitic,j,635,401,2.21123959254996,0.807796734801424,7
11193,23,y,unanticipated,j,640,401,2.19396428323316,0.912325210368196,9
11194,23,y,unrestricted,j,933,401,1.50497014069584,0.888234766584971,9
11195,23,x,weary,j,3170,401,0.442945470431931,0.910479704504008,8
11196,23,y,detriment,n,832,401,1.68766483325628,0.924420876947948,8
11197,23,y,eradication,n,761,401,1.8451210791974,0.864231044147072,7
11198,23,x,motto,n,1872,401,0.750073259225012,0.932044405789631,9
11199,23,r,tenor,n,1777,401,0.790172842582567,0.844837731317663,6
11200,23,r,wafer,n,966,401,1.45355811725592,0.747772052560439,6
11201,23,r,unilaterally,r,1035,401,1.3566542427722,0.862684035863549,7
11202,23,x,harden,v,2371,401,0.592213049881578,0.88578582981767,9
11203,23,x,instill,v,1125,401,1.24812190335042,0.932229742381627,9
11204,23,x,resurrect,v,1405,401,0.999385865672044,0.914946608920316,8
11205,23,x,side,v,1646,401,0.853060231633792,0.913117801481256,8
11206,23,x,stroll,v,4089,401,0.343393773849162,0.912684587157125,9
11207,23,r,algal,j,453,400,3.09191071167384,0.673215787792135,1
11208,23,x,alike,j,1115,400,1.25617538330785,0.928352062372374,9
11209,23,r,enlarged,j,853,400,1.64201119857943,0.903669867735882,7
11210,23,x,flowing,j,1598,400,0.876492836288017,0.867346654349166,8
11211,23,x,low-level,j,1216,400,1.15183844768771,0.905792781592916,9
11212,23,r,peacekeeping,j,1186,400,1.18097432747745,0.788282173159067,3
11213,23,r,primal,j,1207,400,1.16042713536723,0.861701755273677,8
11214,23,r,radiant,j,1704,400,0.821969220885124,0.800770444636502,6
11215,23,x,unprepared,j,1331,400,1.05231822117825,0.932251290488678,9
11216,23,r,anemia,n,898,400,1.55972778662389,0.761318715159847,7
11217,23,x,gorge,n,1762,400,0.794912345282776,0.825149864184239,6
11218,23,r,layoff,n,2658,400,0.526950922644188,0.886458621821661,9
11219,23,x,mariner,n,2012,400,0.696140930610463,0.79408564170086,7
11220,23,r,transfusion,n,995,400,1.40767392199824,0.680827967207567,6
11221,23,x,trappings,n,1311,400,1.06837189350744,0.872546549585851,8
11222,23,x,downward,r,1646,400,0.850932899385329,0.892037511716317,9
11223,23,x,unanimously,r,1463,400,0.957372216259912,0.900126484486008,8
11224,23,x,unwittingly,r,990,400,1.41478338625076,0.926351121506361,9
11225,23,x,air,v,3189,400,0.439208388958373,0.900506902729413,9
11226,23,y,circumscribe,v,578,400,2.42324490032569,0.912037737918117,8
11227,23,x,delight,v,2043,400,0.685577852368209,0.919621681049531,9
11228,23,r,rejoice,v,1373,400,1.02012786044301,0.865689442549379,6
11229,23,x,underwrite,v,1030,400,1.35984034212452,0.915482200531685,9
11230,23,x,wheel,v,3665,400,0.382165225753957,0.867203797265606,9
11231,23,y,amenable,j,687,399,2.03367389156809,0.918640540704541,8
11232,23,r,archetypal,j,695,399,2.01026469569393,0.828284063953768,7
11233,23,r,computed,j,420,399,3.3265094369221,0.749662383908224,3
11234,23,r,fibrous,j,608,399,2.29791770313698,0.744911863969669,2
11235,23,r,tertiary,j,516,399,2.70762396028543,0.883953638359583,8
11236,23,x,blossom,n,3845,399,0.363363839663792,0.881386201190564,9
11237,23,x,op,n,3430,399,0.407327686153726,0.845620170129582,8
11238,23,r,vacancy,n,1570,399,0.889894244272154,0.792505140633248,9
11239,23,x,rebel,v,1705,399,0.81943340968169,0.909686478062835,9
11240,23,x,floral,j,2302,398,0.60540068402533,0.789363226846146,6
11241,23,r,inductive,j,422,398,3.3024463853704,0.863095438739716,7
11242,23,r,intercultural,j,453,398,3.07645115811548,0.810014973197218,5
11243,23,x,rude,j,3264,398,0.426970703010512,0.915822509588379,9
11244,23,x,aroma,n,2323,398,0.599927840992815,0.672101494077309,9
11245,23,x,freight,n,2080,398,0.670015564724188,0.892924287777738,7
11246,23,r,payload,n,816,398,1.70788281204205,0.726049468676072,4
11247,23,r,repeat,n,1736,398,0.802783625936815,0.900463396018845,9
11248,23,r,veggie,n,1721,398,0.809780577935102,0.725506236339797,1
11249,23,x,cram,v,2723,398,0.511800357923728,0.920022576670784,9
11250,23,r,dim,v,2071,398,0.672927269254616,0.815919909906554,8
11251,23,r,veto,v,2824,398,0.493495883366257,0.858238769134668,6
11252,23,r,Arabian,j,1371,397,1.01395389186385,0.871394536683663,7
11253,23,r,coliform,j,458,397,3.03522005621253,0.715109883070642,2
11254,23,r,diocesan,j,504,397,2.75819600346298,0.748328710538413,3
11255,23,y,empowering,j,751,397,1.85103966144519,0.904623467573662,9
11256,23,x,insensitive,j,1181,397,1.17707941214677,0.926858511175071,8
11257,23,y,instantaneous,j,819,397,1.69735138674645,0.867802736101136,8
11258,23,r,Tamil,j,757,397,1.83636827707443,0.672685513062322,5
11259,23,x,unmistakable,j,1625,397,0.855465098920209,0.914109565770932,9
11260,23,x,agony,n,2613,397,0.532005658532468,0.889420877332178,9
11261,23,r,assay,n,471,397,2.95144540497949,0.801780740284322,3
11262,23,r,austerity,n,873,397,1.59236057931883,0.872345962892533,7
11263,23,x,explosives,n,2915,397,0.476888777271129,0.830462990310796,6
11264,23,x,housewife,n,2174,397,0.639434584059494,0.798984385529875,9
11265,23,x,perfume,n,3430,397,0.405285943365988,0.785579825469983,7
11266,23,r,savage,n,2464,397,0.56417645525379,0.882835605298041,6
11267,23,r,self-assessment,n,504,397,2.75819600346298,0.788198077430123,5
11268,23,r,vista,n,3994,397,0.348054778604241,0.799983293809334,9
11269,23,x,anti-semitic,j,1080,396,1.28391592302256,0.805249398292359,5
11270,23,x,deceptive,j,1204,396,1.15168537945546,0.887587454847454,9
11271,23,y,dissimilar,j,631,396,2.19751061309726,0.916023007649905,8
11272,23,x,laden,j,1699,396,0.816144318342772,0.822685153812343,7
11273,23,r,midlife,j,855,396,1.62178853434429,0.791249604939751,6
11274,23,r,parotid,j,398,396,3.48399295694565,0.634241805053841,1
11275,23,x,Philippine,j,1103,396,1.25714342417441,0.793173727180307,6
11276,23,x,poorly,j,973,396,1.42510708824704,0.915182529137187,9
11277,23,x,struggling,j,2447,396,0.56666497624208,0.924943660825978,9
11278,23,x,bedrock,n,1052,396,1.31808859017526,0.86884301645784,9
11279,23,x,chap,n,1064,396,1.30322292938381,0.839241757557244,7
11280,23,r,consolation,n,1531,396,0.905701630871567,0.862881821225168,9
11281,23,y,fore,n,917,396,1.51213652875068,0.917740321640295,8
11282,23,r,praxis,n,476,396,2.91308654803439,0.845128999393182,7
11283,23,x,like,r,14545,396,0.0953337364636899,0.928103140633771,9
11284,23,y,deconstruct,v,697,396,1.98942495963324,0.892035188261809,7
11285,23,x,fend,v,1899,396,0.73018915053416,0.930474222471937,9
11286,23,r,reset,v,1099,396,1.26171901443528,0.812710017951304,7
11287,23,r,charged,j,702,395,1.9702672478396,0.763314756231603,5
11288,23,r,clandestine,j,1162,395,1.1902991462852,0.845072392093223,6
11289,23,x,fluent,j,1178,395,1.17413209506231,0.902080241871631,9
11290,23,r,retarded,j,1523,395,0.908159952713985,0.840374541131217,8
11291,23,r,rotary,j,1031,395,1.34153987195286,0.793279521435997,7
11292,23,r,Venetian,j,1174,395,1.17813254513066,0.705613821645817,4
11293,23,x,admirer,n,1703,395,0.812171231933881,0.890577075100272,7
11294,23,x,badge,n,3131,395,0.441752669429383,0.885031416598805,9
11295,23,r,caucus,n,2983,395,0.463669999323969,0.797713261743208,7
11296,23,r,deformity,n,758,395,1.82470660683826,0.755767731953649,7
11297,23,x,doom,n,2137,395,0.647228642013757,0.91729867834404,9
11298,23,x,intruder,n,1955,395,0.707482152421176,0.823080686681615,8
11299,23,r,luminosity,n,569,395,2.43080423195676,0.715579684894309,3
11300,23,r,rebound,n,4413,395,0.313421166549603,0.838839019626791,7
11301,23,x,watcher,n,1973,395,0.701027677639837,0.87257145353176,7
11302,23,x,hug,v,8022,395,0.172416804784767,0.928291239979669,9
11303,23,y,network,v,843,395,1.64072076866358,0.906689604169802,9
11304,23,r,rebound,v,2604,395,0.53115499538533,0.880606641450767,8
11305,23,x,roar,v,4997,395,0.276791596554613,0.906342953276262,9
11306,23,x,tread,v,2252,395,0.614177445818561,0.922221337771898,9
11307,23,r,confirmatory,j,422,394,3.26925596943703,0.835676208851273,5
11308,23,x,downstream,j,620,394,2.22520325661682,0.822232391476867,5
11309,23,x,phenomenal,j,1883,394,0.732674465800546,0.928301290534649,9
11310,23,r,Venezuelan,j,844,394,1.63462798471852,0.751952652645932,5
11311,23,r,covariance,n,420,394,3.28482385500578,0.84343459373511,5
11312,23,x,gal,n,1866,394,0.739349420740851,0.845180055415463,8
11313,23,r,martyrdom,n,796,394,1.73319851646034,0.794748337652819,6
11314,23,r,monologue,n,1467,394,0.940440367486318,0.808677715920029,6
11315,23,r,necrosis,n,434,394,3.17886179516688,0.722266684307747,2
11316,23,x,outskirts,n,2121,394,0.650460169308075,0.906043981552488,8
11317,23,x,phi,n,854,394,1.61548714180612,0.825748378564855,6
11318,23,x,faithfully,r,1073,394,1.28576516225762,0.903715536284945,7
11319,23,y,unquestionably,r,907,394,1.52108712139187,0.921450995549343,8
11320,23,r,enigmatic,j,1130,393,1.21780923028448,0.866871877545457,6
11321,23,x,fabulous,j,4326,393,0.318105508604128,0.912367703265776,8
11322,23,y,labeled,j,812,393,1.69473451997716,0.908421966421139,8
11323,23,r,convection,n,649,393,2.12037662591904,0.674270660456199,1
11324,23,r,craving,n,1131,393,1.21673247588104,0.822299835594222,7
11325,23,r,euthanasia,n,803,393,1.71372905382498,0.604614782419434,4
11326,23,r,IPod,n,1691,393,0.81379327629891,0.801165548065944,7
11327,23,r,kernel,n,1289,393,1.06759071390338,0.751342674902958,8
11328,23,x,oasis,n,1556,393,0.884398734075487,0.873116796651778,8
11329,23,x,picnic,n,4362,393,0.315480153650036,0.911106635363575,9
11330,23,r,serpent,n,1231,393,1.11789149489964,0.84021857859591,6
11331,23,x,think,n,2904,393,0.473872048974331,0.913798961292721,9
11332,23,r,throw,n,3664,393,0.375579811741664,0.78706823491527,8
11333,23,r,titanium,n,1372,393,1.00300614447628,0.785383718835289,4
11334,23,x,fiercely,r,2455,393,0.560539482778598,0.913647185422561,8
11335,23,y,legitimately,r,900,393,1.52902714469051,0.897619840141232,8
11336,23,x,intrude,v,1502,393,0.916194693889119,0.908136431287293,9
11337,23,x,terrify,v,4154,393,0.331276945166456,0.921929813620069,9
11338,23,r,weep,v,4397,393,0.312968940236856,0.868953759106161,7
11339,23,y,antagonistic,j,628,392,2.1857051613702,0.907129251017624,8
11340,23,x,eclectic,j,1720,392,0.798036535663074,0.902564662621683,9
11341,23,x,fiery,j,2466,392,0.556619157072379,0.895524628464227,9
11342,23,x,seamless,j,1135,392,1.20935933157752,0.903378547101055,9
11343,23,r,sensual,j,1568,392,0.875397220242657,0.859290307531843,7
11344,23,r,uninsured,j,1939,392,0.70790244525038,0.804958297850062,6
11345,23,r,abscess,n,514,392,2.67047245396982,0.656817036864765,1
11346,23,x,champagne,n,4802,392,0.285843990283317,0.872673217732487,8
11347,23,r,rhyme,n,1544,392,0.889004430920004,0.800587257594473,7
11348,23,x,sheriff,n,8213,392,0.167128070295932,0.881733489196643,8
11349,23,x,surveyor,n,813,392,1.68834297827858,0.799829673022374,5
11350,23,r,urchin,n,821,392,1.67189140236356,0.538125416298988,3
11351,23,x,backwards,r,3206,392,0.428141871909073,0.90906259600874,9
11352,23,x,doubtless,r,1111,392,1.235484105617,0.913361465284362,7
11353,23,y,ameliorate,v,555,392,2.4731943087216,0.92016057535285,8
11354,23,r,denominational,j,479,391,2.8582907149468,0.727207783438918,4
11355,23,r,grammatical,j,515,391,2.65848786885343,0.811316318665969,8
11356,23,r,HIV-positive,j,1029,391,1.33053571667591,0.696275838641826,4
11357,23,x,prolific,j,1348,391,1.01566858491062,0.908262257169299,8
11358,23,y,puzzling,j,900,391,1.52124583606613,0.898343582846287,8
11359,23,r,sociodemographic,j,393,391,3.48376909022778,0.791213305511703,5
11360,23,x,stubborn,j,2653,391,0.516065304357149,0.937090380182618,9
11361,23,x,undeniable,j,1126,391,1.21591585475978,0.920716112531969,9
11362,23,r,handler,n,2012,391,0.680477759671728,0.87763497922632,8
11363,23,r,lance,n,3122,391,0.438539798994079,0.769474008666641,9
11364,23,r,sorcery,n,660,391,2.07442614009018,0.633435281310295,4
11365,23,y,hereafter,r,515,391,2.65848786885343,0.904171512924314,8
11366,23,x,hack,v,2343,391,0.584345391574697,0.887767222277136,8
11367,23,y,commensurate,j,598,390,2.28364492237215,0.927343931236478,8
